X,Y,fid,gbifID,datasetKey,occurrence,kingdom,phylum,class,order,family,genus,species,infraspeci,taxonRank,scientific,verbatimSc,verbatim_1,countryCod,locality,stateProvi,occurren_1,individual,publishing,decimalLat,decimalLon,coordinate,coordina_1,elevation,elevationA,depth,depthAccur,eventDate,day,month,year,taxonKey,speciesKey,basisOfRec,institutio,collection,catalogNum,recordNumb,identified,dateIdenti,license,rightsHold,recordedBy,typeStatus,establishm,lastInterp,mediaType,issue,field_51,field_52,field_53,field_54,field_55,field_56,field_57,icon_url
-78.48015,-0.680038,"233",1205181633,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS310722387,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2011/05/20 00:00:00.000,"20","5","2011","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS310722387,,,,CC_BY_4_0,,obsr570082,,,2022-11-24T21:05:25.012Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.74162,-1.442854,"234",1205179027,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS310613788,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,"Vicuna trail, day III",Tungurahua,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.442854,-78.74162,,,,,,,2014/06/10 00:00:00.000,"10","6","2014","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS310613788,,,,CC_BY_4_0,,obsr336402,,,2022-11-24T20:55:58.917Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"235",1205128141,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS310527872,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2011/12/03 00:00:00.000,"3","12","2011","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS310527872,,,,CC_BY_4_0,,obsr570082,,,2022-11-24T20:44:01.100Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"236",1204679549,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS305855959,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"20",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2001/08/04 00:00:00.000,"4","8","2001","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS305855959,,,,CC_BY_4_0,,obsr218158,,,2022-11-24T21:11:33.650Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.37699,-1.120586,"237",1203305329,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS298188923,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Parque Nacional Llanganates,Tungurahua,PRESENT,"2",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.120586,-78.37699,,,,,,,2014/11/19 00:00:00.000,"19","11","2014","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS298188923,,,,CC_BY_4_0,,obsr531288,,,2022-11-24T21:10:14.771Z,,,,,,,,,,./0.png
-78.48015,-0.680038,"238",1203039575,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS294900535,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2005/03/29 00:00:00.000,"29","3","2005","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS294900535,,,,CC_BY_4_0,,obsr30575,,,2022-11-24T21:02:19.158Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"239",1202707960,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS294530979,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,1993/03/28 00:00:00.000,"28","3","1993","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS294530979,,,,CC_BY_4_0,,obsr418129,,,2022-11-24T21:10:42.998Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.75433,-0.759667,"240",1201945724,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS289832341,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,"Volcan Yanaurcu, Cotopaxi",Cotopaxi,PRESENT,"5",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.759667,-78.75433,,,,,,,1992/11/02 00:00:00.000,"2","11","1992","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS289832341,,,,CC_BY_4_0,,obsr551617,,,2022-11-24T21:12:06.056Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"241",1201944921,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS289861549,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"20",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,1992/03/20 00:00:00.000,"20","3","1992","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS289861549,,,,CC_BY_4_0,,obsr406578,,,2022-11-24T20:43:02.642Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.37699,-1.120586,"242",1199525288,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS285773422,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Parque Nacional Llanganates,Tungurahua,PRESENT,"120",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.120586,-78.37699,,,,,,,2014/12/05 00:00:00.000,"5","12","2014","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS285773422,,,,CC_BY_4_0,,obsr434194,,,2022-11-24T20:43:33.289Z,,,,,,,,,,./0.png
-78.37699,-1.120586,"243",1199516860,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS285772146,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Parque Nacional Llanganates,Tungurahua,PRESENT,"120",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.120586,-78.37699,,,,,,,2014/12/05 00:00:00.000,"5","12","2014","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS285772146,,,,CC_BY_4_0,,obsr353356,,,2022-11-24T21:04:04.563Z,,,,,,,,,,./0.png
-78.48015,-0.680038,"244",1196824653,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS282191691,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"12",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2010/02/22 00:00:00.000,"22","2","2010","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS282191691,,,,CC_BY_4_0,,obsr337858,,,2022-11-24T21:03:00.064Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"245",1196816264,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS282192305,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"15",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,1991/02/02 00:00:00.000,"2","2","1991","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS282192305,,,,CC_BY_4_0,,obsr340851,,,2022-11-24T21:10:04.698Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"246",1193733240,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS278425615,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"4",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2014/10/23 00:00:00.000,"23","10","2014","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS278425615,,,,CC_BY_4_0,,obsr543416,,,2022-11-24T21:02:12.502Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"247",1192441359,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS277155321,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"5",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2002/10/14 00:00:00.000,"14","10","2002","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS277155321,,,,CC_BY_4_0,,obsr20768,,,2022-11-24T20:43:52.113Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"248",1191596907,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS276289485,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"10",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,1990/11/06 00:00:00.000,"6","11","1990","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS276289485,,,,CC_BY_4_0,,obsr195833,,,2022-11-24T21:12:46.068Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.38543,-1.08742,"249",1190903415,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS276746901,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Laguna de Pisayambo,Tungurahua,PRESENT,"49",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.08742,-78.38543,,,,,,,2008/02/14 00:00:00.000,"14","2","2008","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS276746901,,,,CC_BY_4_0,,obsr521848,,,2022-11-24T20:55:35.076Z,,,,,,,,,,./0.png
-78.58933,-1.100167,"250",1190901988,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS276746902,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Laguna de Yambo,Cotopaxi,PRESENT,"78",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.100167,-78.58933,,,,,,,2008/02/14 00:00:00.000,"14","2","2008","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS276746902,,,,CC_BY_4_0,,obsr521848,,,2022-11-24T20:43:51.749Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.58933,-1.100167,"251",1190897188,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS276746885,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Laguna de Yambo,Cotopaxi,PRESENT,"6",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.100167,-78.58933,,,,,,,2007/02/13 00:00:00.000,"13","2","2007","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS276746885,,,,CC_BY_4_0,,obsr521903,,,2022-11-24T21:07:16.946Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.39,-1.08,"252",1190885732,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS276746879,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,"Laguna de Pisayambo 1, Parque Nacional de los Llanganates (parroquia: San José de Poaló)",Tungurahua,PRESENT,"23",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.08,-78.39,,,,,,,2006/02/19 00:00:00.000,"19","2","2006","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS276746879,,,,CC_BY_4_0,,obsr104762,,,2022-11-24T21:03:02.215Z,,,,,,,,,,./0.png
-78.38543,-1.08742,"253",1190871931,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS276746856,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Laguna de Pisayambo,Tungurahua,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.08742,-78.38543,,,,,,,2004/07/17 00:00:00.000,"17","7","2004","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS276746856,,,,CC_BY_4_0,,obsr278392,,,2022-11-24T21:02:13.878Z,,,,,,,,,,./0.png
-78.38543,-1.08742,"254",1190863520,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS276746908,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Laguna de Pisayambo,Tungurahua,PRESENT,"3",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.08742,-78.38543,,,,,,,2008/07/20 00:00:00.000,"20","7","2008","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS276746908,,,,CC_BY_4_0,,obsr521399,,,2022-11-24T21:03:05.970Z,,,,,,,,,,./0.png
-78.38543,-1.08742,"255",1190854890,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS276746892,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Laguna de Pisayambo,Tungurahua,PRESENT,"2",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.08742,-78.38543,,,,,,,2006/02/19 00:00:00.000,"19","2","2006","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS276746892,,,,CC_BY_4_0,,obsr104762,,,2022-11-24T20:42:28.878Z,,,,,,,,,,./0.png
-78.58933,-1.100167,"256",1190821392,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS276746870,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Laguna de Yambo,Cotopaxi,PRESENT,"13",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.100167,-78.58933,,,,,,,2005/07/11 00:00:00.000,"11","7","2005","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS276746870,,,,CC_BY_4_0,,obsr521910,,,2022-11-24T21:09:26.141Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.36,-1.11,"257",1190820164,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS276746877,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,"Alrededores de Laguna El Tambo, Parque Nacional de los Llanganates (parroquia: San José de Poaló)",Tungurahua,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.11,-78.36,,,,,,,2006/02/18 00:00:00.000,"18","2","2006","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS276746877,,,,CC_BY_4_0,,obsr104762,,,2022-11-24T21:12:25.223Z,,,,,,,,,,./0.png
-78.49606,-0.650558,"258",1185411319,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS269470451,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.650558,-78.49606,,,,,,,2004/01/12 00:00:00.000,"12","1","2004","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS269470451,,,,CC_BY_4_0,,obsr281470,,,2022-11-24T20:43:28.448Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"259",1185093325,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS268994092,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"12",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,1994/11/17 00:00:00.000,"17","11","1994","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS268994092,,,,CC_BY_4_0,,obsr344535,,,2022-11-24T20:54:33.211Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.49606,-0.650558,"260",1180694301,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS264240700,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.650558,-78.49606,,,,,,,2003/01/21 00:00:00.000,"21","1","2003","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS264240700,,,,CC_BY_4_0,,obsr281470,,,2022-11-24T21:11:56.256Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"261",1175459098,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS258426354,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"2",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2012/12/09 00:00:00.000,"9","12","2012","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS258426354,,,,CC_BY_4_0,,obsr520611,,,2022-11-24T21:09:53.556Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"262",1175450403,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS258426954,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"10",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2012/12/10 00:00:00.000,"10","12","2012","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS258426954,,,,CC_BY_4_0,,obsr520611,,,2022-11-24T21:02:08.749Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.43757,-0.68388,"263",1153072648,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_AU:OBS229303452,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Cotopaxi NP,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.68388,-78.43757,,,,,,,2008/09/19 00:00:00.000,"19","9","2008","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD_AU,OBS229303452,,,,CC_BY_4_0,,obsr450920,,,2022-11-24T21:02:07.242Z,,,,,,,,,,./0.png
-78.49225,-0.64612,"264",1065600962,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/1202421,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,,Cotopaxi,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.64612,-78.49225,,,,,,,2014/09/28 00:00:00.000,"28","9","2014","2498068","2498065",HUMAN_OBSERVATION,iNaturalist,Observations,"1202421",,Carmelo López Abad,2015-01-30T18:58:08,CC_BY_NC_4_0,Carmelo López Abad,Carmelo López Abad,,,2023-01-08T06:54:11.772Z,StillImage,,,,,,,,,./0.png
-78.429719,-0.700742,"265",1042812378,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/619478,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,,Cotopaxi,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.700742,-78.429719,14776,,,,,,2012/03/11 00:00:00.000,"11","3","2012","2498068","2498065",HUMAN_OBSERVATION,iNaturalist,Observations,"619478",,seasav,2014-04-11T18:36:33,CC_BY_NC_4_0,seasav,seasav,,,2023-01-08T06:54:11.155Z,StillImage,,,,,,,,,./0.png
-78.468475,-0.633509,"266",980617185,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS248685909,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Cotopaxi NP,Pichincha,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.633509,-78.468475,,,,,,,1982/06/17 00:00:00.000,"17","6","1982","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS248685909,,,,CC_BY_4_0,,obsr510399,,,2022-11-24T20:41:56.421Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"267",980264668,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS245877592,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,1997/06/04 00:00:00.000,"4","6","1997","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS245877592,,,,CC_BY_4_0,,obsr338409,,,2022-11-24T20:42:06.298Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"268",979679134,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS240535873,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,1993/08/01 00:00:00.000,"1","8","1993","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS240535873,,,,CC_BY_4_0,,obsr338409,,,2022-11-24T21:02:00.286Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"269",978499656,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS233890685,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"20",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,1992/03/20 00:00:00.000,"20","3","1992","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS233890685,,,,CC_BY_4_0,,obsr229717,,,2022-11-24T21:06:50.466Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"270",978148725,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS232427459,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,1989/11/14 00:00:00.000,"14","11","1989","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS232427459,,,,CC_BY_4_0,,obsr229717,,,2022-11-24T21:02:14.014Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
